overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
1.0,True,"10 30, 2017",A32PLXG98LP7UA,B0014LQ6CU,"{'Size:': ' DESIGN 1', 'Package Quantity:': ' 1'}",jay,"Horrible ink. It's like a virus. After I bought it I tried in few of my pens. Now they are close to be completely ruined. In some of my pens, when stored cap down all of the ink will flow down into the cap, but then it has a flow problem when you try to write with it. Now i am left with bunch of dirty pens, some of them expensive like Pelikan 800, impossible to clean. I stop using it after few weeks of trying, but after year and a half, when i decided to dump it out of the bottle, I noticed one third of the bottle was filled with blue mud.",Horrible ink. It's like a virus.,1509321600,,
1.0,True,"06 28, 2017",A3NLZ70MS32P7I,B01AGY8O2K,"{'Size:': ' 3 X 5', 'Item Package Quantity:': ' 1', 'Package Quantity:': ' 1'}",Victoria,The ridge on the top for holding an index card doesn't work and only makes it difficult to close when full. It also doesn't stay closed if jostled around. It fell about 2 ft once and opened and spilled all my cards out. Would not purchase again.,Stupid design,1498608000,,
1.0,True,"12 10, 2013",ATUEL1WZT5WN7,B00181L4IC,,ranjan bhasin,horrible product. First did not work and then started on its own. Jammed from the first staple and too noisy. Do not buy.,X-ACTO 77030 Easy Touch Battery Operated Stapler,1386633600,3,
1.0,True,"10 30, 2014",A3NEHYJT91ZE7Z,B0006HX2KM,"{'Size:': ' 8-Pack', 'Style:': ' 60 Yards/Roll'}",Patty K.,"I purchased the Duck brand tape based on the reviews of others. I am on the process of packing for a move. I find that, shortly after taping and packing boxes, the tape is coming loose. The tape is thick and doesn't tear in pieces. But, the adhesive leaves much to be desired. I purchased both the six and eight roll packages of the Duck brand tape. Now, in the middle of packing, I regret purchasing this brand.",Tape not adhering to boxes,1414627200,3,
1.0,True,"10 7, 2013",AQPJRHWC4QZYY,B00007147B,{'Color:': ' No. 11 Magenta'},L. Todd,"The cartridges had expired in 2008 and 2009, which I could not tell until I opened the inner wrapping, and needless to say they did not work. I threw them all out and replaced the printer with one for which cartridges are still made. Waste of money.","Straight to the trash, expired unusable cartridges.",1381104000,2,
1.0,False,"03 4, 2015",AAB39SXF8HDRX,B00JXLGETS,,D2E,"I have a lot of their products, printers, scanner, projector.  I have had problems with them all.  Stay away from the brand EPSON.  Their quality and customer service has deteriorated over the years.  I will never buy Epson again",Stay away from Epson,1425427200,,
1.0,True,"12 18, 2016",AOKY6Q25VQS3C,B00006IFIM,"{'Color:': ' Assorted Colors', 'Style:': ' Fine'}",I REVEAL THE TRUTH,Got the pens in an open package!,One Star,1482019200,,
1.0,True,"09 30, 2015",A2288JXDJA8TWX,B0016KE4TG,{'Color:': ' Black'},Nette,"stand  constantly collapse, I purchase this stand to use for a computer foot stool, but the darn thing keeps collapsing. So I Gorilla glued it to see it to stop it from collapsing.",I Gorilla glued it to stop it from colasping,1443571200,,
1.0,True,"11 5, 2015",A2PR5EICT8JGZO,B000VTPVD6,{'Package Quantity:': ' 1'},Amazon Customer,Just regular paper cut into the shape of the cards.  Definitely no good for my purpose,Just Paper,1446681600,,
1.0,False,"03 15, 2015",A3N3J7M6XITZ38,B00TTLMXPQ,,Jesse,"I bought this as a gift and didn't have high expectations. I simply wanted an expensive ""Pretty"" stapler. Unfortunately the stapler does not work, the person I got it for was hesitant but eventually let me know it does not work. Occasionally one staple will work, then it jams up and is nonoperative. It looks nice and I really wish it functioned, hence the 1 star.","Looks nice, but doesn't work",1426377600,3,
1.0,True,"02 19, 2013",A1FFGVSTLEIXVR,B004OKYD00,{'Size:': ' 1 Pack'},LoganExplosion,"Perfect for what I needed. I use this daily for my I.D.s at work. Works perfect. Pretty sturdy. The plastic around the ""ziplock"" part has started to tear. But I have to remove/insert my I.D. several times a day. Order a couple, definitely  worth it..
Update 06/2016 - These used to be $.44. Now $5 each?! are you kidding me?! NOT worth that much. Insanity!",Keeps my I.D.s FRESH,1361232000,,
1.0,True,"07 8, 2016",A3HBRYBJZXDZIJ,B00UJQNPQQ,,Auburn,"I purchased these cartridges in February, knowing I was getting low on ink.  They provided me a solid peace of mind, since nothing is as frustrating as trying to print something out, only to run out of ink when you need it most.  Well, the old ink finally ran out, and I had two spare cartridges ready to go!  Here is where the planning paid off!  The first cartridge worked for about 15 pages.  Then, oops...cartridge error.  Nothing could fix the cartridge error.  With a sigh of despair, it attempted to place the second cartridge...knowing that surely they both weren't bad.  The second cartridge did not work at all.  Now, it is off to an overpriced office store to buy ink that costs an arm and a leg because I need to have something printed by the morning. In the words of Judge Marilyn Milian ""Lo barato sale carro.""  The cheap comes out expensive.  I gambled on the mixed review, cheap item.  I lost.  LxTek won.  I will never be using any LxTek remanufactured cartridges again, and I would warn you against wasting your money as well.",Great for peace of mind...did not work for printing.,1467936000,,
1.0,True,"09 14, 2016",A3KRZJ96P0H02C,B00J9E68B8,{'Style:': ' Printer'},Tanner B.,DO NOT BUY!!!!!!!!!!!!!!!! Worst company and printer I have ever dealt with. If you do not have color ink but want to print black and white you are out of luck you must buy there ink. If you want to buy third party cartridges to save some money on the OVERPRICED HP Cartridges good luck they will do a firmware update and you will be forced to buy there OVERPRICED cartridges or in my case you will toss this in the trash and buy another companies printer and never touch an HP product again. I will never buy another HP product in my life EVER. If I could give this zero stars I absolutely would. What they are doing are some of the sleaziest business practices I have ever seen.,WORST PRINTER EVER!!!!!!!!!!!!!!!!!!,1473811200,2,
1.0,True,"02 23, 2015",A3OD88646VY7LE,B00ZC5BG06,{'Color:': ' DWhite'},Maine Reviews,"Case had tear in it when it arrived the corner ripped within a few days or use. Made poorly otherwise looks amazing, very professional.",Ripped on me,1424649600,,
1.0,True,"09 15, 2017",A2FCV94ZLYHMVA,B00006RSP9,"{'Size:': ' 12-Count', 'Color:': ' Red', 'Package Type:': ' Standard Packaging'}",T. LE,"We were in our office all day today.
We left an additional note outside saying that please call us since the elevator intercom is broken.

NO PHONE CALL / STATED DELIVERED.  No package received.",We were in our office all day today. We ...,1505433600,,
1.0,True,"01 14, 2018",A5G6ANDN4JHIB,B00AI652CM,{'Size:': ' 1 Pack'},duett445,Too flimsy will not buy this again . It tears so easily. . Useless as wrapping paper. Will use it for packing material only,It tears so easily.. Useless as wrapping paper,1515888000,,
1.0,True,"05 22, 2015",A21KJUWSZQGQU,B00NQ8UU3U,{'Color:': ' Pink'},Poppinfresh,This looks like it belongs at 99 cents store.  I over paid.  Very disappointing,Looks real cheap!,1432252800,,
1.0,False,"03 9, 2017",A1XNJ597MLW24B,B003KU4DSW,,Thomas H. ginski,"I purchased this paper at staples yesterday and returned it today .. I am use to using HP Paper, Premium Choice Laserjet Paper Poly Wrap, 32lb, 8.5 x 11, Letter, 500 Sheets, which is the whitest, brightest paper i've ever come across (printed photographs  just pop off the page).

The presentation paper is slightly yellow to look at, and I can't imagine using it for anything at All.

Don't waste your time and money!",This paper looks terrible.,1489017600,,
1.0,True,"03 14, 2018",APKBAM8C1F7WC,B0008G8G8Y,"{'Size:': ' 8/Set', 'Color:': ' Black', 'Style Name:': ' Pigma Micron'}",Jode Bode,"I bought these pens exactly one year ago this month, I used them quite a bit when I first got them, then put them away for other art projects. Well, I just pulled them back out, and they DRIED UP....how disappointing....the caps were tights. I will NOT buy these again.",DRIED UP after 12 months,1520985600,,
1.0,True,"10 23, 2015",A3B4OI3DZQY11L,B000GHTDH8,,Ozfer,Amazon needs to change the description to say 25 or whatever instead of 1000. That is wrong plain and simple.,Amazon needs to change the description to say 25 or ...,1445558400,,
1.0,True,"10 27, 2015",A2JZUUAAK3HNHS,B0067PKVTM,,Old Sarge,Returned it,One Star,1445904000,,
1.0,True,"04 10, 2017",AM8P2T4ZVUQ1B,B00FTG73SC,{'Format:': ' Office Product'},Amanda F,"I've had this printer for 2 years and I can't count the amount of times I wanted to throw it out the window!!! I'm not in the market for a new printer as it won't print color anymore. I've watch you tube videos to try to unclog everything etc. but it still won't print color. Not reliable!!! Ugh maybe I will just throw it out the window soon....,","Some days it works, but usually not!",1491782400,,
1.0,True,"11 13, 2015",A1YMFZS0BGU2IB,B00CC5OYV2,,AshGray,Piece of junk! Can't buy cartridges for it in the USA only in Asia and they take forever to get here. Also the included charger cartridge you refill from an ink bottle doesn't work. A waste of my money. Threw it away same day it arrived.,Don't by cheap Asian junk!,1447372800,2,
1.0,True,"10 22, 2012",A2HUVQG4OUL7DR,B0027ZCXRO,,Stosh,Tape doesn't hold too well and it has a chemical odor.  I wouldn't bet my modesty on it.  Not worth the bother of returning.,Disappointed,1350864000,,
1.0,True,"06 20, 2015",A3OCAVIAN3BUTU,B0010JEJPC,{'Size:': ' Laminator'},Harold G. Franques,I purchased this item in November 2013.  It's now June 2015.  I just took it out of the box to finally use it.  I turned on the power and no Power light and no ready light.  I can hear the motor but otherwise It does not work.  My fault that I didn't try to use it sooner.,Failed completely,1434758400,,
1.0,True,"01 7, 2015",A2HWQIAJY0ATXK,B004BNJO2W,,amanda fishback,Didn't care for them,One Star,1420588800,,
1.0,True,"07 8, 2017",ADLJYBOCPJAFE,B016B5CFH8,{'Color:': ' Magenta/Cyan'},Joecompute,"Installed into HP 8000 with no difficulty fitting it in.  Printer immediately rejected it with the ""Defective Printhead"" light coming on at once (See photo).  Printer would not proceed with installation or alignment.",Simply does not work.,1499472000,,['https://images-na.ssl-images-amazon.com/images/I/71+iS1NvBHL._SY88.jpg']
1.0,False,"05 28, 2013",A38HDDT9EPFPUO,B005O55TDO,,Bonnie Gerngross,"Jams printing multiple envelopes.
Very limited envelope size selection & No custom envelope size option. So no mailmerge for Christmas cards, party invites...can't handle those odd envelope sizes.
Photos printed better from my Canon.

HP clearly has known about this envelope issue (it is all over the message boards) but has not come up with a solution. That tells me what I need to know about this company. The machine is marketed as a home office all in one machine but it doesn't do envelopes & HP not fixing driver to handle envelopes! This printer is still new but I've wasted well over $300 worth of time trying to print envelopes. I will be selling it second hand & shopping for something other than an HP.",Envelope Issues. No user defined sizes,1369699200,,
1.0,False,"11 9, 2011",A3C9YGB4H90PDE,B004YGBIVQ,,Karla Cook,"Based on the description, I was expecting these sticky notes to have a glue strip at the top and bottom... or at least a double strip at the top... or something? The package I received did not have a second strip at  all. They are only sticky at the top, like regular sticky notes. I don't know if I received the wrong product, or if my expectations were wrong. In any case, these notes are less sticky than some other brands I've tried. Still usable for some applications, but definitely not outstanding.",not what I expected,1320796800,,
